_id,ADDRESS,APPLICATION_FOR,BALLOTS_BLANK,BALLOTS_CAST,BALLOTS_DISTRIBUTED,BALLOTS_IN_FAVOUR,BALLOTS_NEEDED_TO_PROCEED,BALLOTS_NEEDED_TO_PROCEED_LBL,BALLOTS_OPPOSED,BALLOTS_RECEIVED_BY_VOTERS,BALLOTS_RETURNED_TO_SENDER,BALLOTS_SPOILED,CLOSE_DATE,DECLARATIONS_ADDED,FINAL_VOTER_COUNT,MORATORIUM_DATE,OPEN_DATE,PASS_RATE,PASS_RATE_LABEL,POLL_CD,POLL_ID,POLL_RESULT,POTENTIAL_VOTERS,RESPONSE_RATE_MET
689273,,Permit Parking,0,72,134,29,31,25% of ballots received by voters,34,124,10,9,5/18/2019,2,134,5/19/2021,4/18/2019,37,50% + 1 of received ballots,PPP 2019-042,1064,Opposed,151,Yes
689274,1148 Queen St E,Boulevard Cafe,0,40,96,31,24,25% of ballots received by voters,1,94,2,8,5/18/2019,0,96,5/19/2021,4/18/2019,21,50% + 1 of received ballots,BCP 2019-043,1065,In Favour,116,Yes
689275,1278 St Clair Ave W,Boulevard Cafe,0,50,128,30,32,25% of ballots received by voters,14,125,3,6,5/23/2019,0,128,5/24/2021,4/23/2019,26,50% + 1 of received ballots,BCP 2019-044,1066,In Favour,171,Yes
689276,185 Clendenan Ave,Front Yard Parking,0,52,101,41,25,25% of ballots received by voters,6,100,1,5,5/16/2019,0,101,5/17/2022,4/16/2019,27,50% + 1 of received ballots,FYP 2019-045,1067,In Favour,119,Yes
689277,135 Prescott Ave,Front Yard Parking,0,27,129,17,32,25% of ballots received by voters,9,125,4,1,5/25/2019,0,129,5/26/2022,4/25/2019,,50% + 1 of received ballots,FYP 2019-046,1068,Response Rate Not Met,183,No
689278,76 Branstone Rd,Front Yard Parking,0,43,131,34,32,25% of ballots received by voters,2,127,4,7,5/23/2019,0,131,5/24/2022,4/23/2019,23,50% + 1 of received ballots,FYP 2019-047,1069,In Favour,150,Yes
689279,1043 Logan Ave,Front Yard Parking,0,35,62,30,16,25% of ballots received by voters,5,61,1,0,5/24/2019,0,62,5/25/2022,4/24/2019,19,50% + 1 of received ballots,FYP 2019-048,1070,In Favour,70,Yes
689280,,Traffic Calming,0,27,96,15,47,50% + 1 of ballots received by voters,11,91,5,1,6/12/2019,0,96,6/13/2021,5/13/2019,,60% of received ballots,TCP 2019-049,1071,Response Rate Not Met,111,No
689281,,Traffic Calming,0,98,272,75,136,50% + 1 of ballots received by voters,13,269,3,10,6/15/2019,0,272,6/16/2021,5/16/2019,,60% of received ballots,TCP 2019-050,1072,Response Rate Not Met,322,No
689282,30 Cadorna Ave,Front Yard Parking,0,35,113,23,28,25% of ballots received by voters,1,112,1,11,6/14/2019,0,113,6/15/2022,5/15/2019,19,50% + 1 of received ballots,FYP 2019-051,1073,In Favour,122,Yes
689283,,Business Improvement Area,0,17,56,16,17,30% of ballots received by voters or 100,1,56,0,0,8/16/2019,12,56,8/17/2021,6/17/2019,9,50% of received ballots,BIA 2019-052,1074,In Favour,1311,Yes
689284,92 Roseneath Gdns,Front Yard Parking,0,63,140,55,35,25% of ballots received by voters,2,139,1,6,6/14/2019,0,140,6/15/2022,5/15/2019,33,50% + 1 of received ballots,FYP 2019-053,1075,In Favour,152,Yes
689285,19 Gormley Ave,Front Yard Parking,0,32,68,25,17,25% of ballots received by voters,5,68,0,2,6/22/2019,0,68,6/23/2022,5/23/2019,17,50% + 1 of received ballots,FYP 2019-054,1076,In Favour,74,Yes
689286,41 Mount Royal Ave,Front Yard Parking,0,24,41,14,10,25% of ballots received by voters,5,39,2,5,6/22/2019,0,41,6/23/2022,5/23/2019,13,50% + 1 of received ballots,FYP 2019-055,1077,In Favour,49,Yes
689287,770 St Clair Ave W,Boulevard Cafe,0,34,159,25,33,25% of ballots received by voters,5,129,30,4,7/5/2019,0,159,7/6/2021,6/5/2019,18,50% + 1 of received ballots,BCP 2019-057,1079,In Favour,179,Yes
689288,,Traffic Calming,0,54,95,40,47,50% + 1 of ballots received by voters,12,92,3,2,7/12/2019,0,95,7/13/2021,6/12/2019,33,60% of received ballots,TCP 2019-058,1081,In Favour,120,Yes
689289,,Traffic Calming,0,115,187,73,92,50% + 1 of ballots received by voters,36,181,6,6,7/13/2019,0,187,7/14/2021,6/13/2019,69,60% of received ballots,TCP 2019-059,1082,In Favour,206,Yes
689290,,Traffic Calming,0,162,211,112,106,50% + 1 of ballots received by voters,35,209,2,15,7/10/2019,0,211,7/11/2021,6/10/2019,98,60% of received ballots,TCP 2019-060,1083,In Favour,235,Yes
689291,139 Mavety St,Front Yard Parking,0,55,155,48,34,25% of ballots received by voters,5,133,22,2,7/12/2019,0,155,7/13/2022,6/12/2019,29,50% + 1 of received ballots,FYP 2019-061,1084,In Favour,196,Yes
689292,,Permit Parking,0,61,137,17,33,25% of ballots received by voters,42,132,5,2,7/17/2019,0,137,7/18/2021,6/17/2019,32,50% + 1 of received ballots,PPP 2019-062,1085,Opposed,150,Yes
689293,1042 Gerrard St E,Boulevard Cafe,0,50,113,31,27,25% of ballots received by voters,12,107,6,7,7/19/2019,1,113,7/20/2021,6/19/2019,26,50% + 1 of received ballots,BCP 2019-063,1086,In Favour,129,Yes
689294,1122 Queen St W,Boulevard Cafe,0,28,128,6,30,25% of ballots received by voters,20,118,10,2,8/2/2019,0,128,8/3/2021,7/3/2019,,50% + 1 of received ballots,BCP 2019-064,1087,Response Rate Not Met,154,No
689295,1640 Dupont St,Boulevard Cafe,0,20,67,15,17,25% of ballots received by voters,3,66,1,2,8/10/2019,0,67,8/11/2021,7/11/2019,11,50% + 1 of received ballots,BCP 2019-065,1088,In Favour,84,Yes
689296,503 Windermere Ave,Front Yard Parking,0,67,136,55,33,25% of ballots received by voters,11,130,6,1,8/7/2019,0,136,8/8/2022,7/8/2019,35,50% + 1 of received ballots,FYP 2019-066,1089,In Favour,153,Yes
689297,,Traffic Calming,0,25,53,9,27,50% + 1 of ballots received by voters,16,51,2,0,8/8/2019,0,53,8/9/2021,7/9/2019,,60% of received ballots,TCP 2019-067,1090,Response Rate Not Met,62,No
689298,64 Westmount Ave,Front Yard Parking,0,69,145,50,34,25% of ballots received by voters,11,135,10,8,8/15/2019,1,145,8/16/2022,7/16/2019,36,50% + 1 of received ballots,FYP 2019-068,1091,In Favour,172,Yes
689299,13 Armadale Ave,Front Yard Parking,0,31,63,25,16,25% of ballots received by voters,3,63,0,3,8/16/2019,0,63,8/17/2022,7/17/2019,17,50% + 1 of received ballots,FYP 2019-069,1092,In Favour,74,Yes
689300,207 Willard Ave,Front Yard Parking,0,27,35,17,9,25% of ballots received by voters,10,35,0,0,8/14/2019,0,35,8/15/2022,7/15/2019,15,50% + 1 of received ballots,FYP 2019-070,1093,In Favour,42,Yes
689301,236 Fairlawn Ave,Front Yard Parking,0,34,60,31,15,25% of ballots received by voters,0,60,0,3,8/15/2019,0,60,8/16/2022,7/16/2019,18,50% + 1 of received ballots,FYP 2019-071,1094,In Favour,69,Yes
689302,978 St Clarens Ave,Front Yard Parking,0,33,197,18,49,25% of ballots received by voters,6,195,2,9,8/24/2019,0,197,8/25/2022,7/25/2019,,50% + 1 of received ballots,FYP 2019-072,1095,Response Rate Not Met,248,No
689303,178 Melrose Ave,Front Yard Parking,0,44,94,38,23,25% of ballots received by voters,0,89,5,6,8/28/2019,0,94,8/29/2022,7/29/2019,23,50% + 1 of received ballots,FYP 2019-073,1096,In Favour,107,Yes
689304,42 Unsworth Ave,Front Yard Parking,0,45,102,30,25,25% of ballots received by voters,13,98,4,2,8/30/2019,0,102,8/31/2022,7/31/2019,24,50% + 1 of received ballots,FYP 2019-074,1097,In Favour,114,Yes
689305,,Traffic Calming,0,78,167,60,74,50% + 1 of ballots received by voters,13,145,22,5,8/28/2019,0,167,8/29/2021,7/29/2019,47,60% of received ballots,TCP 2019-075,1098,In Favour,205,Yes
689306,170 Bedford Rd,Commercial Boulevard Parking,0,18,46,14,11,25% of ballots received by voters,4,44,2,0,9/6/2019,0,46,9/7/2021,8/7/2019,10,50% + 1 of received ballots,CBP 2019-076,1099,In Favour,63,Yes
689307,,Traffic Calming,0,48,138,35,66,50% + 1 of ballots received by voters,7,129,9,6,9/6/2019,0,138,9/7/2021,8/7/2019,,60% of received ballots,TCP 2019-077,1101,Response Rate Not Met,166,No
689308,,Traffic Calming,0,74,204,53,93,50% + 1 of ballots received by voters,13,183,21,8,9/7/2019,0,204,9/8/2021,8/8/2019,,60% of received ballots,TCP 2019-078,1105,Response Rate Not Met,245,No
689309,,Traffic Calming,0,95,391,47,178,50% + 1 of ballots received by voters,32,353,38,16,9/11/2019,0,391,9/12/2021,8/12/2019,,60% of received ballots,TCP 2019-079,1107,Response Rate Not Met,456,No
689310,,Permit Parking,0,39,78,27,19,25% of ballots received by voters,11,76,2,1,9/7/2019,10,78,9/8/2021,8/8/2019,21,50% + 1 of received ballots,PPP 2019-080,1108,In Favour,87,Yes
689311,387 Broadview Ave,Boulevard Cafe,0,27,70,21,17,25% of ballots received by voters,2,68,2,4,9/14/2019,0,70,9/15/2021,8/15/2019,15,50% + 1 of received ballots,BCP 2019-081,1109,In Favour,83,Yes
689312,140 Castlewood Rd,Front Yard Parking,0,14,20,11,5,25% of ballots received by voters,1,20,0,2,9/28/2019,0,20,9/29/2022,8/29/2019,8,50% + 1 of received ballots,FYP 2019-082,1110,In Favour,25,Yes
689313,24 Birdsall Ave,Front Yard Parking,0,16,30,15,8,25% of ballots received by voters,0,30,0,1,9/28/2019,0,30,9/29/2022,8/29/2019,9,50% + 1 of received ballots,FYP 2019-083,1111,In Favour,31,Yes
689314,3204 Yonge St,Boulevard Cafe,0,36,67,14,17,25% of ballots received by voters,18,67,0,4,9/21/2019,0,67,9/22/2021,8/22/2019,19,50% + 1 of received ballots,BCP 2019-084,1114,Opposed,81,Yes
689315,796 Bloor St W,Boulevard Cafe,0,20,61,2,14,25% of ballots received by voters,17,54,7,1,9/27/2019,0,61,9/28/2021,8/28/2019,11,50% + 1 of received ballots,BCP 2019-085,1115,Opposed,72,Yes
689316,,Permit Parking,0,11,48,7,9,25% of ballots received by voters,4,33,15,0,10/9/2019,4,48,10/10/2021,9/9/2019,7,50% + 1 of received ballots,PPP 2019-086,1116,In Favour,63,Yes
689317,642 Windermere Ave,Front Yard Parking,0,48,84,40,21,25% of ballots received by voters,0,84,0,8,10/9/2019,0,84,10/10/2022,9/9/2019,25,50% + 1 of received ballots,FYP 2019-087,1117,In Favour,95,Yes
689318,,Permit Parking,0,7,22,7,6,25% of ballots received by voters,0,22,0,0,10/19/2019,0,22,10/20/2021,9/19/2019,5,50% + 1 of received ballots,PPP 2019-088,1118,In Favour,24,Yes
689319,,Permit Parking,0,40,100,30,25,25% of ballots received by voters,5,97,3,5,10/19/2019,1,100,10/20/2021,9/19/2019,21,50% + 1 of received ballots,PPP 2019-089,1119,In Favour,100,Yes
689320,,Permit Parking,0,2,2,0,1,25% of ballots received by voters,0,2,0,2,10/23/2019,0,2,10/24/2021,9/23/2019,2,50% + 1 of received ballots,PPP 2019-090,1120,Opposed,2,Yes
689321,,Permit Parking,0,49,150,30,37,25% of ballots received by voters,16,148,2,3,10/16/2019,1,150,10/17/2021,9/16/2019,26,50% + 1 of received ballots,PPP 2019-091,1121,In Favour,153,Yes
689322,,Permit Parking,0,22,45,13,12,25% of ballots received by voters,8,45,0,1,11/2/2019,45,45,11/3/2021,10/3/2019,12,50% + 1 of received ballots,PPP 2019-092,1122,In Favour,45,Yes
689323,,Permit Parking,0,13,46,11,12,25% of ballots received by voters,1,46,0,1,11/2/2019,46,46,11/3/2021,10/3/2019,8,50% + 1 of received ballots,PPP 2019-093,1123,In Favour,46,Yes
689324,,Permit Parking,0,27,59,17,15,25% of ballots received by voters,10,59,0,0,10/24/2019,1,59,10/25/2021,9/24/2019,15,50% + 1 of received ballots,PPP 2019-094,1124,In Favour,99,Yes
689325,,Permit Parking,0,54,281,30,69,25% of ballots received by voters,20,276,5,4,11/2/2019,0,281,11/3/2021,10/3/2019,,50% + 1 of received ballots,PPP 2019-095,1125,Response Rate Not Met,283,No
689326,3104 Dundas St W,Boulevard Cafe,0,28,47,24,11,25% of ballots received by voters,2,41,6,2,11/6/2019,0,47,11/7/2021,10/7/2019,15,50% + 1 of received ballots,BCP 2019-096,1126,In Favour,56,Yes
689327,1090 Queen St W,Boulevard Cafe,0,33,126,8,30,25% of ballots received by voters,21,119,7,4,10/24/2019,1,126,10/25/2021,9/24/2019,18,50% + 1 of received ballots,BCP 2019-097,1127,Opposed,170,Yes
689328,,Permit Parking,2,6,41,4,8,25% of ballots received by voters,0,31,10,0,11/7/2019,0,41,11/8/2021,10/8/2019,,50% + 1 of received ballots,PPP 2019-098,1128,Response Rate Not Met,63,No
689329,,Permit Parking,0,84,177,11,44,25% of ballots received by voters,63,176,1,10,11/8/2019,2,177,11/9/2021,10/9/2019,43,50% + 1 of received ballots,PPP 2019-099,1129,Opposed,205,Yes
689330,,Traffic Calming,1,180,651,125,305,50% + 1 of ballots received by voters,27,608,43,27,12/12/2019,1,651,12/13/2021,11/12/2019,,60% of received ballots,TCP 2019-100,1130,Response Rate Not Met,697,No
689331,25 Warren Cres,Front Yard Parking,0,41,127,36,32,25% of ballots received by voters,0,125,2,5,11/27/2019,0,127,11/28/2022,10/28/2019,22,50% + 1 of received ballots,FYP 2019-101,1131,In Favour,131,Yes
689332,,Permit Parking,0,34,68,18,17,25% of ballots received by voters,13,68,0,3,10/25/2019,0,68,10/26/2021,9/25/2019,18,50% + 1 of received ballots,PPP 2019-102,1132,In Favour,68,Yes
689333,518 Eglinton Ave W,Boulevard Cafe,0,18,27,7,7,25% of ballots received by voters,11,25,2,0,11/23/2019,0,27,11/24/2021,10/24/2019,10,50% + 1 of received ballots,BCP 2019-103,1133,Opposed,29,Yes
689334,162 Aileen Ave,Front Yard Parking,0,49,95,43,23,25% of ballots received by voters,0,92,3,6,11/23/2019,0,95,11/24/2022,10/24/2019,26,50% + 1 of received ballots,FYP 2019-104,1134,In Favour,110,Yes
689335,,Traffic Calming Safety Zone,2,133,482,42,231,50% + 1 of ballots received by voters,57,461,21,32,3/11/2020,0,482,3/12/2022,2/10/2020,,60% of received ballots,TCSZ 2019-105,1135,Response Rate Not Met,594,No
689336,,Traffic Calming,0,79,138,64,70,50% + 1 of ballots received by voters,14,138,0,1,11/28/2019,0,138,11/29/2021,10/29/2019,48,60% of received ballots,TCP 2019-106,1136,In Favour,161,Yes
689337,,Traffic Calming,0,51,235,37,87,50% + 1 of ballots received by voters,7,172,63,7,11/29/2019,0,235,11/30/2021,10/30/2019,,60% of received ballots,TCP 2019-107,1137,Response Rate Not Met,241,No
689338,353 Winona Dr,Front Yard Parking,0,61,99,54,23,25% of ballots received by voters,3,90,9,4,11/29/2019,0,99,11/30/2022,10/30/2019,32,50% + 1 of received ballots,FYP 2019-108,1138,In Favour,111,Yes
689339,2261 Queen St E,Boulevard Cafe,0,28,95,8,23,25% of ballots received by voters,14,90,5,6,11/27/2019,0,95,11/28/2021,10/28/2019,15,50% + 1 of received ballots,BCP 2019-109,1139,Opposed,116,Yes
689340,,Traffic Calming,0,60,141,46,67,50% + 1 of ballots received by voters,6,131,10,8,12/12/2019,0,141,12/13/2021,11/12/2019,,60% of received ballots,TCP 2019-110,1140,Response Rate Not Met,161,No
689341,,Traffic Calming,0,44,86,12,39,50% + 1 of ballots received by voters,22,75,11,10,11/30/2019,0,86,12/1/2021,10/31/2019,27,60% of received ballots,TCP 2019-112,1142,Opposed,92,Yes
689342,,Traffic Calming,0,99,188,58,92,50% + 1 of ballots received by voters,35,181,7,6,11/30/2019,1,188,12/1/2021,10/31/2019,60,60% of received ballots,TCP 2019-113,1143,Opposed,209,Yes
689343,,Traffic Calming,0,49,76,22,39,50% + 1 of ballots received by voters,26,76,0,1,12/12/2019,0,76,12/13/2021,11/12/2019,30,60% of received ballots,TCP 2019-114,1144,Opposed,94,Yes
689344,,Traffic Calming,0,39,72,32,36,50% + 1 of ballots received by voters,5,70,2,2,12/4/2019,0,72,12/5/2021,11/4/2019,24,60% of received ballots,TCP 2019-115,1145,In Favour,88,Yes
689345,,Traffic Calming,0,90,148,42,71,50% + 1 of ballots received by voters,38,140,8,10,11/30/2019,1,148,12/1/2021,10/31/2019,54,60% of received ballots,TCP 2019-116,1146,Opposed,172,Yes
689346,31 Cheston Rd,Front Yard Parking,0,13,35,13,9,25% of ballots received by voters,0,35,0,0,12/5/2019,0,35,12/6/2022,11/5/2019,8,50% + 1 of received ballots,FYP 2019-117,1147,In Favour,39,Yes
689347,132 St Clements Ave,Front Yard Parking,0,63,127,53,30,25% of ballots received by voters,2,117,10,8,12/4/2019,7,127,12/5/2022,11/4/2019,33,50% + 1 of received ballots,FYP 2019-118,1148,In Favour,143,Yes
689348,344 Blackthorn Ave,Front Yard Parking,0,36,62,33,14,25% of ballots received by voters,0,55,7,3,12/13/2019,0,62,12/14/2022,11/13/2019,19,50% + 1 of received ballots,FYP 2019-119,1149,In Favour,87,Yes
689349,537 Bloor St W,Boulevard Cafe,0,14,60,13,13,25% of ballots received by voters,1,51,9,0,12/6/2019,0,60,12/7/2021,11/6/2019,8,50% + 1 of received ballots,BCP 2019-120,1150,In Favour,72,Yes
689350,,Traffic Calming,0,59,115,51,56,50% + 1 of ballots received by voters,5,110,5,3,12/13/2019,0,115,12/14/2021,11/13/2019,36,60% of received ballots,TCP 2019-121,1151,In Favour,121,Yes
689351,,Traffic Calming,0,71,132,54,64,50% + 1 of ballots received by voters,14,126,6,3,12/19/2019,0,132,12/20/2021,11/19/2019,43,60% of received ballots,TCP 2019-123,1153,In Favour,161,Yes
689352,182 Brookdale Ave,Front Yard Parking,0,75,133,68,32,25% of ballots received by voters,0,125,8,7,12/21/2019,4,133,12/22/2022,11/21/2019,39,50% + 1 of received ballots,FYP 2019-124,1154,In Favour,147,Yes
689353,269 St John's Rd,Front Yard Parking,0,26,57,18,14,25% of ballots received by voters,7,53,4,1,12/20/2019,2,57,12/21/2022,11/20/2019,14,50% + 1 of received ballots,FYP 2019-125,1155,In Favour,75,Yes
689354,,Permit Parking,0,11,26,1,7,25% of ballots received by voters,10,26,0,0,12/28/2019,0,26,12/29/2021,11/28/2019,7,50% + 1 of received ballots,PPP 2019-126,1156,Opposed,26,Yes
689355,,Permit Parking,0,50,96,37,24,25% of ballots received by voters,12,95,1,1,12/25/2019,0,96,12/26/2021,11/25/2019,26,50% + 1 of received ballots,PPP 2019-127,1157,In Favour,117,Yes
689356,,Traffic Calming,0,25,74,24,33,50% + 1 of ballots received by voters,0,63,11,1,1/1/2020,0,74,1/2/2022,12/2/2019,,60% of received ballots,TCP 2019-128,1158,Response Rate Not Met,85,No
689357,43 Pinewood Ave,Front Yard Parking,0,43,106,34,24,25% of ballots received by voters,6,96,10,3,1/4/2020,0,106,1/5/2023,12/5/2019,23,50% + 1 of received ballots,FYP 2019-129,1159,In Favour,137,Yes
689358,15 Pinewood Ave,Front Yard Parking,1,48,97,25,22,25% of ballots received by voters,19,89,8,3,1/4/2020,7,97,1/5/2023,12/5/2019,25,50% + 1 of received ballots,FYP 2019-130,1160,In Favour,153,Yes
689359,,Permit Parking,0,45,127,24,32,25% of ballots received by voters,19,125,2,2,1/8/2020,0,127,1/9/2022,12/9/2019,24,50% + 1 of received ballots,PPP 2019-131,1161,In Favour,157,Yes
689360,49 Lee Ave,Appeal - Front Yard Parking,0,25,51,19,13,25% of ballots received by voters,4,49,2,2,2/5/2020,0,51,2/6/2023,1/6/2020,14,50% + 1 of received ballots,FYPA 2019-132,1162,In Favour,80,Yes
689361,,Permit Parking,0,96,150,43,38,25% of ballots received by voters,44,149,1,9,1/10/2020,0,150,1/11/2022,12/11/2019,49,50% + 1 of received ballots,PPP 2019-133,1163,Opposed,162,Yes
689362,14 Glenwood Ave,Front Yard Parking,0,50,78,40,18,25% of ballots received by voters,4,69,9,6,2/5/2020,1,78,2/6/2023,1/6/2020,26,50% + 1 of received ballots,FYP 2019-134,1164,In Favour,90,Yes
689363,26 Mann Ave,Front Yard Parking,0,42,77,41,19,25% of ballots received by voters,1,76,1,0,2/6/2020,0,77,2/7/2023,1/7/2020,22,50% + 1 of received ballots,FYP 2019-135,1165,In Favour,84,Yes
689364,386 Blackthorn Ave,Front Yard Parking,0,22,85,14,21,25% of ballots received by voters,1,84,1,7,2/8/2020,0,85,2/9/2023,1/9/2020,12,50% + 1 of received ballots,FYP 2019-136,1166,In Favour,117,Yes
689365,75 Poplar Plains Cres,Front Yard Parking,0,16,23,7,6,25% of ballots received by voters,9,23,0,0,2/7/2020,0,23,2/8/2023,1/8/2020,9,50% + 1 of received ballots,FYP 2019-137,1167,Opposed,28,Yes
689366,77 Poplar Plains Cres,Front Yard Parking,0,16,23,7,6,25% of ballots received by voters,9,23,0,0,2/8/2020,0,23,2/9/2023,1/9/2020,9,50% + 1 of received ballots,FYP 2019-138,1168,Opposed,28,Yes
689367,,Business Improvement Area,0,83,175,75,50,30% of ballots received by voters or 100,7,165,10,1,3/24/2020,52,175,3/25/2022,1/24/2020,42,50% of received ballots,BIA 2019-139,1169,In Favour,412,Yes
689368,,Traffic Calming,0,43,80,33,40,50% + 1 of ballots received by voters,6,77,3,4,2/12/2020,0,80,2/13/2022,1/13/2020,26,60% of received ballots,TCP 2019-140,1170,In Favour,89,Yes
689369,409 Rushton Rd,Front Yard Parking,0,36,56,32,14,25% of ballots received by voters,1,54,2,3,2/14/2020,0,56,2/15/2023,1/15/2020,19,50% + 1 of received ballots,FYP 2019-141,1171,In Favour,65,Yes
689370,20 Priscilla Ave,Front Yard Parking,0,55,106,49,24,25% of ballots received by voters,2,95,11,4,2/13/2020,0,106,2/14/2023,1/14/2020,29,50% + 1 of received ballots,FYP 2020-001,1172,In Favour,119,Yes
689371,,Permit Parking,0,78,141,42,34,25% of ballots received by voters,32,135,6,4,2/19/2020,1,141,2/20/2022,1/20/2020,40,50% + 1 of received ballots,PPP 2020-002,1173,In Favour,168,Yes
689372,,Traffic Calming Safety Zone,0,19,43,12,11,25% of ballots received by voters,5,43,0,2,3/11/2020,0,43,3/12/2022,2/10/2020,12,60% of received ballots,TCSZ 2020-003,1174,In Favour,63,Yes
689373,,Permit Parking,0,14,36,0,9,25% of ballots received by voters,13,36,0,1,2/22/2020,0,36,2/23/2022,1/23/2020,8,50% + 1 of received ballots,PPP 2020-004,1175,Opposed,38,Yes
689374,94 Kingsmount Park Rd,Front Yard Parking,0,49,107,40,25,25% of ballots received by voters,5,99,8,4,2/22/2020,3,107,2/23/2023,1/23/2020,26,50% + 1 of received ballots,FYP 2020-005,1176,In Favour,114,Yes
689375,,Permit Parking,0,31,130,21,27,25% of ballots received by voters,9,107,23,1,3/14/2020,3,130,3/15/2022,2/13/2020,17,50% + 1 of received ballots,PPP 2020-006,1177,In Favour,156,Yes
689376,,Traffic Calming Safety Zone,0,130,376,80,89,25% of ballots received by voters,33,353,23,17,3/21/2020,1,376,3/22/2022,2/20/2020,78,60% of received ballots,TCSZ 2020-007,1178,In Favour,457,Yes
689377,,Traffic Calming,0,40,72,32,35,50% + 1 of ballots received by voters,6,67,5,2,3/19/2020,0,72,3/20/2022,2/18/2020,24,60% of received ballots,TCP 2020-008,1179,In Favour,82,Yes
689378,15 Conway Ave,Front Yard Parking,0,45,113,35,27,25% of ballots received by voters,4,108,5,6,3/14/2020,0,113,3/15/2023,2/13/2020,24,50% + 1 of received ballots,FYP 2020-009,1180,In Favour,134,Yes
689379,49 Robina Ave,Front Yard Parking,0,39,96,29,21,25% of ballots received by voters,4,83,13,6,3/19/2020,0,96,3/20/2023,2/18/2020,21,50% + 1 of received ballots,FYP 2020-010,1181,In Favour,117,Yes
689380,37 Ridley Blvd,Front Yard Parking,0,35,41,27,10,25% of ballots received by voters,8,40,1,0,3/13/2020,0,41,3/14/2023,2/12/2020,19,50% + 1 of received ballots,FYP 2020-011,1182,In Favour,57,Yes
689381,139 Beresford Ave,Front Yard Parking,0,39,99,33,23,25% of ballots received by voters,1,89,10,5,3/13/2020,0,99,3/14/2023,2/12/2020,21,50% + 1 of received ballots,FYP 2020-012,1183,In Favour,138,Yes
689382,,Permit Parking,0,19,52,2,11,25% of ballots received by voters,16,42,10,1,3/20/2020,0,52,3/21/2022,2/19/2020,11,50% + 1 of received ballots,PPP 2020-013,1184,Opposed,61,Yes
689383,,Permit Parking,0,69,114,32,28,25% of ballots received by voters,31,111,3,6,3/20/2020,0,114,3/21/2022,2/19/2020,36,50% + 1 of received ballots,PPP 2020-014,1185,Opposed,124,Yes
689384,105 Heddington Ave,Front Yard Parking,0,40,91,25,23,25% of ballots received by voters,11,89,2,4,3/21/2020,0,91,3/22/2023,2/20/2020,21,50% + 1 of received ballots,FYP 2020-015,1186,In Favour,99,Yes
689385,163 High Park Ave,Front Yard Parking,0,40,104,27,26,25% of ballots received by voters,12,103,1,1,3/28/2020,0,104,3/29/2023,2/27/2020,21,50% + 1 of received ballots,FYP 2020-016,1187,In Favour,165,Yes
689386,2475 Queen St E,Front Yard Parking,0,11,30,7,7,25% of ballots received by voters,0,26,4,4,3/28/2020,3,30,3/29/2023,2/27/2020,7,50% + 1 of received ballots,FYP 2020-017,1188,In Favour,58,Yes
689387,,Permit Parking,0,50,166,14,42,25% of ballots received by voters,33,165,1,3,4/3/2020,0,166,4/4/2022,3/4/2020,26,50% + 1 of received ballots,PPRP 2020-018,1189,Opposed,193,Yes
689388,,Permit Parking,0,25,72,10,18,25% of ballots received by voters,12,69,3,3,4/1/2020,0,72,4/2/2022,3/2/2020,14,50% + 1 of received ballots,PPRP 2020-019,1190,Opposed,83,Yes
689389,,Permit Parking,0,39,65,11,16,25% of ballots received by voters,27,61,4,1,4/4/2020,2,65,4/5/2022,3/5/2020,21,50% + 1 of received ballots,PPRP 2020-020,1191,Opposed,77,Yes
689390,,Permit Parking,0,25,63,14,16,25% of ballots received by voters,7,63,0,4,1/28/2021,0,63,1/29/2023,12/29/2020,14,50% + 1 of received ballots,PPRP 2020-021,1193,In Favour,189,Yes
689391,,Permit Parking,0,11,105,11,27,25% of ballots received by voters,0,105,0,0,4/15/2020,0,105,4/16/2022,3/16/2020,,50% + 1 of received ballots,PPRP 2020-022,1194,Response Rate Not Met,115,No
689392,,Permit Parking,0,22,41,7,11,25% of ballots received by voters,15,41,0,0,4/15/2020,0,41,4/16/2022,3/16/2020,12,50% + 1 of received ballots,PPRP 2020-023,1195,Opposed,46,Yes
689393,285 Deloraine Ave,Front Yard Parking,0,54,97,41,23,25% of ballots received by voters,10,89,8,3,4/10/2020,0,97,4/11/2023,3/11/2020,28,50% + 1 of received ballots,FYP 2020-024,1196,In Favour,108,Yes
689394,,Permit Parking,0,229,539,165,130,25% of ballots received by voters,40,517,22,24,1/15/2021,4,539,1/16/2023,12/16/2020,116,50% + 1 of received ballots,PPRP 2020-025,1197,In Favour,583,Yes
689395,,Permit Parking,0,20,72,12,18,25% of ballots received by voters,1,70,2,7,3/19/2021,0,72,3/20/2023,2/17/2021,11,50% + 1 of received ballots,PPRP 2020-027,1199,In Favour,142,Yes
689396,,Permit Parking,0,8,31,7,8,25% of ballots received by voters,1,29,2,0,3/25/2021,0,31,3/26/2023,2/23/2021,5,50% + 1 of received ballots,PPRP 2020-028,1200,In Favour,60,Yes
689397,,Permit Parking,0,52,458,33,81,25% of ballots received by voters,15,322,136,4,4/30/2021,0,458,5/1/2023,3/31/2021,,50% + 1 of received ballots,PPRP 2020-029,1201,Response Rate Not Met,497,No
689398,,Permit Parking,0,92,216,65,54,25% of ballots received by voters,22,213,3,5,3/31/2021,0,216,4/1/2023,3/1/2021,47,50% + 1 of received ballots,PPRP 2020-030,1202,In Favour,251,Yes
